drugbank_id,entrez_id,evidence
DB00755,5914,ChEMBL;DrugCentral (ChEMBL)
DB00495,10864,DrugBank (transporter)
DB00160,2875,DrugBank (target)
DB00331,126328,DrugCentral (ChEMBL)
DB00227,1551,DrugBank (enzyme)
DB00780,100861540,DrugBank (enzyme)
DB00741,9429,DrugBank (transporter)
DB08860,10599,DrugBank (transporter)
DB00484,151,DrugBank (target);DrugCentral (ChEMBL)
DB01095,1565,DrugBank (enzyme)
DB06216,1815,DrugBank (target)
DB00396,6581,DrugBank (transporter)
DB01254,140901,ChEMBL
DB00259,1571,DrugBank (enzyme)
DB01000,6564,DrugBank (transporter)
DB00186,7366,DrugBank (enzyme)
DB06616,640,ChEMBL
DB01226,1129,DrugBank (target)
DB01382,6833,DrugBank (target)
DB00194,132,ChEMBL
DB00619,1576,DrugBank (enzyme)
DB00536,3739,DrugCentral (ChEMBL)
DB00741,1558,DrugBank (enzyme)
DB01016,5243,DrugBank (transporter)
DB00877,2475,ChEMBL;DrugBank (target)
DB01352,89832,DrugBank (target)
DB00753,51305,DrugCentral (ChEMBL)
DB08865,1969,ChEMBL
DB05294,80122,ChEMBL
DB00509,7067,DrugBank (target);DrugCentral (ChEMBL)
DB00333,4985,DrugBank (target);PDSP Ki
DB01452,4986,DrugBank (target)
DB01589,2569,DrugBank (target)
DB00988,1565,DrugBank (enzyme)
DB00397,150,DrugBank (target)
DB01175,3269,DrugBank (target)
DB00279,353189,DrugBank (transporter)
DB01463,6531,DrugBank (target)
DB08881,5894,ChEMBL
DB00643,1543,DrugBank (enzyme)
DB00339,7498,DrugBank (enzyme)
DB06772,347688,DrugCentral (literature)
DB00724,51311,DrugBank (target)
DB01210,154,DrugBank (target);DrugCentral (ChEMBL)
DB00801,2568,DrugBank (target);DrugCentral (ChEMBL)
DB00162,1592,DrugBank (enzyme)
DB00570,1244,DrugBank (transporter)
DB00173,32,DrugBank (target)
DB00431,2742,DrugBank (target)
DB00599,2559,DrugBank (target)
DB00169,7421,DrugBank (target);DrugCentral (ChEMBL)
DB00575,1576,DrugBank (enzyme)
DB01201,64816,DrugBank (enzyme)
DB00563,4363,DrugBank (transporter)
DB06637,3788,DrugCentral (ChEMBL)
DB06713,412,DrugBank (enzyme)
DB00370,150,ChEMBL;DrugBank (target)
DB00589,151,DrugBank (target)
DB00546,1576,DrugBank (enzyme)
DB01435,5743,DrugBank (target)
DB00909,770,DrugBank (target)
DB01229,28234,DrugBank (transporter)
DB00404,1551,DrugBank (enzyme)
DB00563,316,DrugBank (enzyme)
DB04574,6580,DrugBank (transporter)
DB00762,1551,DrugBank (enzyme)
DB01268,51135,ChEMBL
DB00857,1583,DrugBank (enzyme)
DB01232,10599,DrugBank (transporter)
DB00515,4353,DrugBank (enzyme)
DB06589,3985,ChEMBL
DB00897,2564,DrugBank (target)
DB00312,2556,DrugBank (target)
DB00796,1558,DrugBank (enzyme)
DB00268,1565,DrugBank (enzyme)
DB00918,1544,DrugBank (enzyme)
DB06216,148,DrugBank (target)
DB01151,1557,DrugBank (enzyme)
DB03147,1728,DrugBank (target)
DB00454,5004,DrugBank (carrier)
DB00131,6714,ChEMBL
DB00435,1555,DrugBank (enzyme)
DB00547,2908,DrugBank (target);DrugCentral (ChEMBL)
DB00129,6541,DrugBank (target)
DB00345,55867,DrugBank (transporter)
DB01349,1576,DrugBank (enzyme)
DB01189,2556,DrugCentral (ChEMBL)
DB01224,1557,DrugBank (enzyme)
DB00312,2891,DrugBank (target)
DB00540,1557,DrugBank (enzyme)
DB00171,238,DrugBank (target)
DB01131,1557,DrugBank (enzyme)
DB01159,3777,DrugBank (target);DrugCentral (ChEMBL)
DB01204,9429,DrugBank (transporter)
DB01016,6833,DrugBank (target);DrugCentral (literature)
DB00753,2565,DrugCentral (ChEMBL)
DB00289,3362,PDSP Ki
DB00334,1133,DrugBank (target)
DB00679,1812,DrugBank (target)
DB01053,9376,DrugBank (transporter)
DB00820,50940,ChEMBL;DrugBank (target)
DB01056,1544,DrugBank (enzyme)
DB00699,148,DrugBank (target)
DB00704,4988,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00783,213,DrugBank (carrier)
DB08865,7301,ChEMBL
DB08897,1128,DrugBank (target)
DB00774,771,BindingDB;DrugBank (target)
DB00582,1576,DrugBank (enzyme)
DB00661,6583,DrugBank (transporter)
DB01354,2559,DrugBank (target)
DB00134,635,DrugBank (target)
DB00732,1140,DrugCentral (ChEMBL)
DB00747,1128,DrugBank (target);DrugCentral (ChEMBL)
DB08860,3156,DrugBank (target);DrugCentral (ChEMBL)
DB00973,8714,DrugBank (transporter)
DB01142,3357,DrugBank (target)
DB02638,553,DrugBank (target)
DB00499,367,DrugBank (target);DrugCentral (ChEMBL)
DB01132,1576,DrugBank (enzyme)
DB00958,1317,DrugBank (transporter)
DB00334,3351,DrugBank (target)
DB00636,1571,DrugBank (enzyme)
DB01138,10257,DrugBank (transporter)
DB01238,3356,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PDSP Ki;US Patent
DB01425,1813,DrugBank (target)
DB01173,1571,DrugBank (enzyme)
DB00169,2638,DrugBank (carrier)
DB01067,6833,DrugBank (target);DrugCentral (literature)
DB01026,1576,BindingDB;ChEMBL;DrugBank (enzyme)
DB01567,2554,DrugBank (target)
DB00321,3352,DrugBank (target)
DB00255,2104,DrugBank (target)
DB00117,117247,DrugBank (transporter)
DB00127,763,ChEMBL
DB00420,1813,DrugBank (target);DrugCentral (ChEMBL)
DB00627,11309,DrugBank (transporter)
DB00694,7532,PubChem
DB00832,8912,DrugCentral (ChEMBL)
DB01086,1066,DrugBank (enzyme)
DB00091,8714,DrugBank (transporter)
DB00131,5565,DrugBank (target)
DB00624,1576,DrugBank (enzyme)
DB06616,25989,ChEMBL
DB01244,476,DrugBank (target)
DB06684,1562,DrugBank (enzyme)
DB00184,1138,DrugBank (target)
DB01106,3269,DrugBank (target);DrugCentral (ChEMBL)
DB00783,55867,DrugBank (transporter)
DB00777,147,DrugBank (target)
DB06725,5742,DrugBank (target)
DB08877,51347,ChEMBL
DB01354,2557,DrugBank (target)
DB00368,6530,DrugBank (transporter)
DB00777,3269,DrugBank (target);DrugCentral (ChEMBL)
DB01212,9356,ChEMBL;DrugBank (transporter)
DB00363,1571,DrugBank (enzyme)
DB01608,150,DrugBank (target)
DB00977,8647,DrugBank (transporter)
DB08877,1576,DrugBank (enzyme)
DB01351,2898,DrugBank (target)
DB00129,383,DrugBank (target)
DB00909,8911,DrugBank (target)
DB01236,2557,DrugCentral (ChEMBL)
DB00482,5743,DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB00338,8714,DrugBank (transporter)
DB01403,1815,DrugBank (target)
DB00683,2555,DrugBank (target)
DB00619,23632,ChEMBL
DB00904,1571,DrugBank (enzyme)
DB01268,1457,ChEMBL;PubChem
DB04920,1576,DrugBank (enzyme)
DB00295,1576,DrugBank (enzyme)
DB00356,1571,DrugBank (enzyme)
DB01244,5243,DrugBank (transporter)
DB01338,1144,DrugCentral (ChEMBL)
DB00322,7298,DrugBank (target);DrugCentral (ChEMBL)
DB00554,213,DrugBank (carrier)
DB00228,513,DrugBank (target)
DB00541,7277,DrugBank (target)
DB00688,54578,DrugBank (enzyme)
DB00988,1559,DrugBank (enzyme)
DB00842,7366,DrugBank (enzyme)
DB08807,3350,DrugBank (target)
DB00897,2566,DrugBank (target);DrugCentral (ChEMBL)
DB00774,6559,DrugCentral (ChEMBL)
DB06589,8576,ChEMBL
DB00943,9356,DrugBank (transporter)
DB00091,2281,ChEMBL
DB00514,1557,DrugBank (enzyme)
DB04794,1557,DrugBank (enzyme)
DB01588,2562,DrugBank (target)
DB01092,1543,DrugBank (enzyme)
DB00328,7364,DrugBank (enzyme)
DB00231,1557,DrugBank (enzyme)
DB01253,3354,PDSP Ki
DB00753,27032,DrugBank (target)
DB01110,5243,DrugBank (transporter)
DB00675,1543,DrugBank (enzyme)
DB01224,1813,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB05294,2046,ChEMBL;PubChem
DB00536,6582,DrugBank (transporter)
DB00744,1544,DrugBank (enzyme)
DB01236,2741,DrugBank (target);DrugCentral (ChEMBL)
DB08901,4067,DrugBank (target)
DB01403,1814,DrugBank (target)
DB01394,203068,DrugBank (target)
DB00141,51172,DrugBank (target)
DB00358,135,ChEMBL;DrugBank (target)
DB00543,3269,DrugBank (target)
DB08807,3351,DrugBank (target)
DB01579,6530,DrugBank (target);DrugCentral (ChEMBL)
DB00152,10560,DrugBank (target)
DB00477,1544,DrugBank (enzyme)
DB00122,1119,DrugBank (enzyme)
DB00128,440,DrugBank (target)
DB00561,3777,DrugBank (target);DrugCentral (ChEMBL)
DB00786,8510,DrugBank (target)
DB06204,3359,DrugBank (target)
DB00814,1559,DrugBank (enzyme)
DB01321,1576,DrugBank (enzyme)
DB00420,1815,DrugBank (target)
DB00628,2554,DrugCentral (ChEMBL)
DB01095,1559,DrugBank (enzyme)
DB00281,1548,DrugBank (enzyme)
DB01211,1557,DrugBank (enzyme)
DB06616,9448,ChEMBL
DB00974,5446,DrugBank (enzyme)
DB00810,5243,DrugBank (transporter)
DB00139,9058,DrugBank (target)
DB01411,3567,DrugBank (target)
DB00706,1576,DrugBank (enzyme)
DB00864,23461,DrugBank (transporter)
DB00601,4128,DrugBank (enzyme)
DB01223,136,DrugCentral (ChEMBL)
DB01267,1815,DrugBank (target)
DB01248,8856,DrugBank (target)
DB00814,5742,DrugBank (target)
DB00821,5743,DrugBank (target);DrugCentral (ChEMBL)
DB00175,28234,DrugBank (transporter)
DB00359,1571,DrugBank (enzyme)
DB00411,1135,DrugBank (target)
DB01126,6715,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01234,2908,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00520,28234,DrugBank (transporter)
DB00604,3757,ChEMBL;DrugBank (target)
DB00119,6567,DrugBank (target)
DB00755,1382,DrugBank (transporter)
DB06288,1814,DrugBank (target);DrugCentral (literature)
DB01234,64816,DrugBank (enzyme)
DB00132,6546,DrugBank (target)
DB00408,1813,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00536,3741,DrugCentral (ChEMBL)
DB00151,2730,DrugBank (target)
DB00370,3357,DrugBank (target)
DB00171,91,DrugBank (target)
DB00345,6584,DrugBank (transporter)
DB00216,3357,DrugBank (target)
DB00313,1548,DrugBank (enzyme)
DB00656,100861540,DrugBank (enzyme)
DB00509,7068,DrugBank (target);DrugCentral (ChEMBL)
DB01234,8647,DrugBank (transporter)
DB00145,2731,DrugBank (target)
DB00661,785,DrugBank (target)
DB00421,6579,DrugBank (transporter)
DB00970,4363,DrugBank (transporter)
DB00918,1571,DrugBank (enzyme)
DB04930,6323,DrugBank (target)
DB00300,205,DrugBank (enzyme)
DB01396,353189,DrugBank (transporter)
DB00873,2908,DrugBank (target);DrugCentral (ChEMBL)
DB00481,316,ChEMBL;DrugBank (enzyme)
DB00669,3355,ChEMBL;DrugBank (target);PDSP Ki
DB08901,2260,DrugBank (target)
DB01174,1543,DrugBank (enzyme)
DB00438,6565,DrugBank (transporter)
DB00540,1571,DrugBank (enzyme)
DB01092,353189,DrugBank (transporter)
DB01296,1557,DrugBank (enzyme)
DB00390,28234,DrugBank (transporter)
DB00491,8972,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00155,4842,DrugBank (target)
DB00720,291,DrugBank (target)
DB06616,1760,ChEMBL
DB00477,59340,DrugBank (target);PDSP Ki
DB00119,9120,DrugBank (target)
DB05109,1565,DrugBank (enzyme)
DB00996,781,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);DrugCentral (literature)
DB00679,1544,DrugBank (enzyme)
DB01064,1543,DrugBank (enzyme)
DB00898,1543,DrugBank (enzyme)
DB00935,148,DrugBank (target);DrugCentral (literature)
DB01037,1565,DrugBank (enzyme)
DB00363,147,DrugBank (target)
DB00160,16,DrugBank (target)
DB00116,10797,DrugBank (target)
DB00910,7421,DrugBank (target);DrugCentral (ChEMBL)
DB00396,1543,DrugBank (enzyme)
DB01544,706,DrugBank (target)
DB01104,4129,DrugBank (enzyme)
DB00471,1559,DrugBank (enzyme)
DB01551,4988,DrugCentral (ChEMBL)
DB00568,8912,DrugBank (target)
DB00128,91703,DrugBank (target)
DB00795,1147,DrugBank (target)
DB00145,51268,DrugBank (target)
DB01065,4543,DrugBank (target);DrugCentral (IUPHAR)
DB01148,5141,DrugCentral (ChEMBL)
DB05521,1215,ChEMBL
DB00253,2908,DrugBank (target);DrugCentral (ChEMBL)
DB00588,1551,DrugBank (enzyme)
DB00334,1812,DrugBank (target)
DB01201,1577,DrugBank (enzyme)
DB08868,8529,DrugBank (enzyme)
DB00562,771,DrugBank (target)
DB01221,116443,DrugBank (target);DrugCentral (ChEMBL)
DB01098,4363,DrugBank (transporter)
DB00590,5243,DrugBank (transporter)
DB06766,3269,DrugBank (target);DrugCentral (ChEMBL)
DB00691,6565,DrugBank (transporter)
DB01012,846,DrugBank (target);DrugCentral (ChEMBL)
DB06616,3654,ChEMBL
DB00145,2617,DrugBank (target)
DB00176,10280,ChEMBL
DB00238,1559,DrugBank (enzyme)
DB00392,116443,DrugBank (target)
DB00338,1545,DrugBank (enzyme)
DB02187,3292,DrugBank (target)
DB01601,1576,ChEMBL;DrugBank (enzyme)
DB01082,9356,DrugBank (transporter)
DB00182,4129,DrugBank (target)
DB00536,3750,DrugCentral (ChEMBL)
DB00683,2567,DrugBank (target);DrugCentral (ChEMBL)
DB00806,1544,DrugBank (enzyme)
DB00783,28234,DrugBank (transporter)
DB01403,152,DrugBank (target)
DB01236,2561,DrugCentral (ChEMBL)
DB08865,80122,ChEMBL
DB01326,9356,ChEMBL;DrugBank (transporter)
DB00234,6530,BindingDB;ChEMBL;DrugBank (target);PDSP Ki
DB01047,6608,DrugBank (target)
DB08916,285220,ChEMBL
DB00182,6532,DrugBank (target)
DB00691,59272,DrugBank (target)
DB00770,5739,ChEMBL;PDSP Ki
DB00523,1544,DrugBank (enzyme)
DB00973,54659,DrugBank (enzyme)
DB00213,495,DrugBank (target);DrugCentral (ChEMBL)
DB01234,5319,BindingDB
DB00970,368,DrugBank (transporter)
DB00897,2562,DrugBank (target);DrugCentral (ChEMBL)
DB00709,9429,DrugBank (transporter)
DB00909,759,BindingDB;ChEMBL;DrugBank (target)
DB00254,4322,DrugCentral (ChEMBL)
DB00712,213,DrugBank (carrier)
DB00571,1544,DrugBank (enzyme)
DB01142,151,DrugBank (target)
DB00419,57704,ChEMBL
DB08954,2904,ChEMBL;DrugBank (target)
DB00334,151,DrugBank (target)
DB05294,27,ChEMBL
DB00496,1129,ChEMBL;DrugBank (target);PDSP Ki
DB00518,5243,DrugBank (transporter)
DB00898,1544,DrugBank (enzyme)
DB00836,1576,DrugBank (enzyme)
DB01413,6584,DrugBank (transporter)
DB00281,1544,DrugBank (enzyme)
DB00908,6584,DrugBank (transporter)
DB00619,5004,DrugBank (carrier)
DB00544,1559,DrugBank (enzyme)
DB00371,2566,DrugCentral (ChEMBL)
DB08865,81788,ChEMBL
DB01110,1584,DrugBank (enzyme)
DB00155,4846,DrugBank (target)
DB00162,50700,DrugBank (target)
DB00158,8836,DrugBank (enzyme)
DB01075,1557,DrugBank (enzyme)
DB00331,91942,DrugCentral (ChEMBL)
DB00866,3350,DrugBank (target)
DB01392,6532,PDSP Ki
DB00829,2569,DrugBank (target)
DB01110,1595,ChEMBL
DB00203,1559,DrugBank (enzyme)
DB00493,55867,DrugBank (transporter)
DB00871,590,DrugBank (enzyme)
DB00472,1559,DrugBank (enzyme)
DB00371,2554,DrugBank (target);DrugCentral (ChEMBL)
DB00573,5742,DrugBank (target);DrugCentral (ChEMBL)
DB00619,4914,DrugBank (target)
DB00602,5243,ChEMBL;DrugBank (transporter)
DB00402,5742,DrugBank (enzyme)
DB00418,2566,DrugCentral (ChEMBL)
DB00149,51520,DrugBank (target)
DB00928,1786,DrugBank (target);DrugCentral (ChEMBL)
DB01050,54658,DrugBank (enzyme)
DB01227,1551,DrugBank (enzyme)
DB00590,146,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00448,1562,DrugBank (enzyme)
DB00909,768,BindingDB;ChEMBL;DrugBank (target)
DB00321,3358,DrugBank (target);PDSP Ki
DB00523,1382,DrugBank (carrier)
DB00570,6582,DrugBank (transporter)
DB00422,6532,DrugBank (target)
DB00235,5139,DrugBank (target);DrugCentral (ChEMBL)
DB00537,1576,DrugBank (enzyme)
DB08807,155,DrugBank (target)
DB00917,9356,DrugBank (transporter)
DB01204,146802,ChEMBL
DB01254,2046,ChEMBL;PubChem
DB00938,1551,DrugBank (enzyme)
DB05246,8912,DrugCentral (ChEMBL)
DB00502,3269,ChEMBL;PDSP Ki
DB00116,10840,DrugBank (target)
DB01274,153,ChEMBL;PDSP Ki
DB01100,8913,ChEMBL
DB00456,9356,ChEMBL;DrugBank (transporter)
DB00200,81693,DrugBank (target)
DB00835,1576,DrugBank (enzyme)
DB00143,4258,DrugBank (target)
DB00543,5004,DrugBank (carrier)
DB00366,3269,DrugBank (target);DrugCentral (ChEMBL)
DB01224,1551,DrugBank (enzyme)
DB00279,10599,DrugBank (transporter)
DB01594,2561,DrugBank (target)
DB00215,1557,DrugBank (enzyme)
DB01097,1723,DrugBank (target);DrugCentral (ChEMBL)
DB02638,552,DrugBank (target)
DB00370,6530,DrugBank (target)
DB04938,1557,DrugBank (enzyme)
DB00132,7442,DrugBank (target)
DB00831,10280,ChEMBL
DB00724,51284,DrugBank (target);DrugCentral (ChEMBL)
DB00608,1543,DrugBank (enzyme)
DB00908,1551,DrugBank (enzyme)
DB00951,1558,DrugBank (enzyme)
DB00263,1559,DrugBank (enzyme)
DB01403,1812,DrugBank (target)
DB01415,6565,DrugBank (transporter)
DB00543,3351,DrugBank (target)
DB00897,2557,DrugBank (target);DrugCentral (ChEMBL)
DB00379,6329,DrugCentral (ChEMBL)
DB01254,1577,DrugBank (enzyme)
DB01347,185,DrugBank (target)
DB08860,6554,DrugBank (transporter)
DB01238,1129,DrugBank (target)
DB00232,762,DrugBank (target)
DB01613,4882,DrugBank (target)
DB08865,7297,ChEMBL
DB01403,1131,DrugBank (target)
DB01577,6532,DrugBank (target);PDSP Ki
DB00604,1565,DrugBank (enzyme)
DB00184,1141,DrugBank (target);DrugCentral (ChEMBL)
DB01165,4363,DrugBank (transporter)
DB00122,126969,DrugBank (transporter)
DB00515,1244,DrugBank (transporter)
DB00762,6581,DrugBank (transporter)
DB08897,590,DrugBank (enzyme)
DB00128,2806,DrugBank (target)
DB00920,5226,DrugBank (target)
DB01041,51185,DrugBank (target);DrugCentral (literature)
DB01028,2564,DrugCentral (ChEMBL)
DB00503,4363,DrugBank (transporter)
DB00201,1543,DrugBank (enzyme)
DB06710,6462,ChEMBL;DrugBank (carrier)
DB00468,1559,DrugBank (enzyme)
DB01424,1558,DrugBank (enzyme)
DB01149,100861540,DrugBank (enzyme)
DB01059,7153,DrugBank (target)
DB00903,476,DrugBank (target)
DB01288,154,DrugBank (target);DrugCentral (IUPHAR)
DB00277,1565,DrugBank (enzyme)
DB00644,2798,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00125,117247,DrugBank (transporter)
DB00246,148,DrugBank (target)
DB03147,27034,DrugBank (target)
DB00279,7276,DrugBank (carrier)
DB00887,5743,DrugBank (enzyme)
DB04855,213,DrugBank (carrier)
DB00216,1559,DrugBank (enzyme)
DB00936,9376,DrugBank (transporter)
DB00795,3551,DrugBank (target)
DB01559,2556,DrugBank (target)
DB00731,1577,DrugBank (enzyme)
DB00688,10599,DrugBank (transporter)
DB01221,6869,DrugBank (target)
DB00306,2563,DrugCentral (ChEMBL)
DB00171,107,DrugBank (target)
DB00714,1812,DrugBank (target)
DB00619,1565,DrugBank (enzyme)
DB00163,3162,DrugBank (enzyme)
DB00126,55239,DrugBank (target)
DB00360,5743,DrugBank (enzyme)
DB00973,64240,DrugBank (transporter)
DB04842,150,PDSP Ki
DB00755,1381,DrugBank (transporter)
DB00961,6326,DrugCentral (ChEMBL)
DB01361,1559,DrugBank (enzyme)
DB00432,1890,DrugBank (enzyme)
DB04894,6755,DrugBank (target)
DB00458,3350,DrugBank (target)
DB00950,5243,DrugBank (transporter)
DB00952,3351,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB01242,3274,ChEMBL
DB01037,4128,DrugBank (target)
DB01567,2567,DrugBank (target)
DB01367,596,DrugBank (target)
DB00976,100861540,DrugBank (enzyme)
DB00909,761,DrugBank (target)
DB00536,170850,DrugCentral (ChEMBL)
DB00753,2562,DrugCentral (ChEMBL)
DB01291,154,DrugBank (target);DrugCentral (ChEMBL)
DB00704,5243,DrugBank (transporter)
DB06144,1576,DrugBank (enzyme)
DB00196,1577,DrugBank (enzyme)
DB01117,1559,DrugBank (enzyme)
DB00428,1544,DrugBank (enzyme)
DB06616,2044,ChEMBL
DB01403,1129,DrugBank (target)
DB08828,6469,ChEMBL
DB00208,1559,DrugBank (enzyme)
DB06218,23632,ChEMBL
DB01577,6584,DrugBank (transporter)
DB01036,1576,DrugBank (enzyme)
DB00495,3177,DrugBank (transporter)
DB00318,1551,DrugBank (enzyme)
DB01589,2560,DrugBank (target);DrugCentral (ChEMBL)
DB08896,2324,DrugBank (target)
DB00798,9356,DrugBank (transporter)
DB00273,762,DrugBank (target);DrugCentral (ChEMBL)
DB06216,1544,DrugBank (enzyme)
DB00530,1576,DrugBank (enzyme)
DB01346,1565,ChEMBL
DB00564,1557,DrugBank (enzyme)
DB01412,5142,DrugBank (target)
DB00436,759,DrugBank (target)
DB00396,1548,DrugBank (enzyme)
DB08877,28996,ChEMBL
DB00594,5328,DrugBank (target)
DB00683,2562,DrugBank (target);DrugCentral (ChEMBL)
DB00987,5423,DrugBank (target)
DB01289,3767,DrugCentral (literature)
DB00564,6331,DrugBank (target);DrugCentral (ChEMBL)
DB01136,6401,DrugBank (target)
DB01011,1585,ChEMBL;DrugBank (enzyme)
DB01245,1144,DrugCentral (ChEMBL)
DB00369,1890,DrugBank (enzyme)
DB06589,10746,ChEMBL
DB00441,3177,DrugBank (transporter)
DB00949,1557,DrugBank (enzyme)
DB00262,1544,DrugBank (enzyme)
DB00482,763,ChEMBL
DB00877,100861540,DrugBank (enzyme)
DB00150,121278,DrugBank (enzyme)
DB00381,781,DrugBank (target)
DB00320,1576,DrugBank (enzyme)
DB00683,2560,DrugBank (target)
DB00503,9429,DrugBank (transporter)
DB00852,1565,DrugBank (enzyme)
DB00726,1813,DrugBank (target)
DB00338,1576,DrugBank (enzyme)
DB00715,1558,DrugBank (enzyme)
DB08912,28234,DrugBank (transporter)
DB00795,5468,DrugBank (target)
DB00317,285220,ChEMBL
DB00413,3350,DrugBank (target);PDSP Ki
DB00934,1544,DrugBank (enzyme)
DB00500,9356,DrugBank (transporter)
DB00690,6582,DrugBank (transporter)
DB04868,771,ChEMBL
DB00586,41,DrugBank (target)
DB00301,1576,DrugBank (enzyme)
DB00398,5156,ChEMBL;PubChem
DB05294,7525,ChEMBL;PubChem
DB00989,1576,DrugBank (enzyme)
DB08860,1244,DrugBank (transporter)
DB00279,213,DrugBank (carrier)
DB00731,6565,DrugBank (transporter)
DB06616,10188,ChEMBL
DB00139,8802,DrugBank (target)
DB00126,55217,DrugBank (target)
DB04946,100861540,DrugBank (enzyme)
DB00783,2099,BindingDB;ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB00495,9376,DrugBank (transporter)
DB04868,2051,ChEMBL
DB01115,1543,DrugBank (enzyme)
DB01618,3350,DrugBank (target)
DB00408,1816,DrugBank (target)
DB00714,3350,ChEMBL;DrugBank (target);PDSP Ki
DB00151,79587,DrugBank (target)
DB01110,3757,DrugBank (target)
DB00647,1559,DrugBank (enzyme)
DB00248,154,DrugBank (target)
DB06616,4215,ChEMBL
DB06637,3755,DrugCentral (ChEMBL)
DB01229,1576,DrugBank (enzyme)
DB00231,2555,DrugBank (target)
DB01239,1813,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01390,8671,DrugBank (transporter)
DB01268,6197,ChEMBL
DB00408,59340,DrugBank (target)
DB00895,2207,DrugBank (target)
DB00189,2554,DrugCentral (ChEMBL)
DB06616,11183,ChEMBL
DB00908,6580,DrugBank (transporter)
