uniprot,target_name
Q16620,BDNF/NT-3 growth factors receptor
Q16620,Neurotrophic tyrosine kinase receptor
Q16620,NTRK1/NTRK2
Q16288,NT-3 growth factor receptor
Q16288,Neurotrophic tyrosine kinase receptor
P10398,Serine/threonine-protein kinase A-Raf
P10398,RAF serine/threonine protein kinase
Q03181,Peroxisome proliferator-activated receptor delta
Q03181,PPAR delta/gamma
Q03181,Peroxisome proliferator-activated receptor
P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
P42336,PI3-kinase p110-alpha/p85-alpha
P42336,PI3-kinase class I
P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform/[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial"
Q16602,Calcitonin gene-related peptide type 1 receptor
Q16602,"Calcitonin-gene-related peptide receptor, CALCRL/RAMP1"
Q16602,Adrenomedullin receptor AM1; CALCRL/RAMP2
Q16602,"Adrenomedullin receptor, AM2; CALCRL/RAMP3"
P34998,Corticotropin-releasing factor receptor 1
P21730,C5a anaphylatoxin chemotactic receptor 1
P21730,C5a anaphylatoxin chemotactic receptor 1/2
P32245,Melanocortin receptor 4
P32245,Melanocortin receptor (M1 and M4)
P32245,Melanocortin receptor (M3 and M4)
P32245,Melanocortin receptor (M4 and M5)
P30530,Tyrosine-protein kinase receptor UFO
P30530,TEL/AXL
P30530,Protein cereblon/AXL
P30530,von Hippel-Lindau disease tumor suppressor/Tyrosine-protein kinase receptor UFO
P30530,Tyrosine-protein kinase Mer/Tyrosine-protein kinase receptor UFO
P56373,P2X purinoceptor 3
P56373,P2X2/P2X3 heterotrimeric receptor
P56373,P2X receptor
Q13258,Prostaglandin D2 receptor
O94806,Serine/threonine-protein kinase D3
O94806,Protein kinase C (PKC)
O94806,"Protein kinase C, PKC; classical/novel"
P41743,Protein kinase C iota type
P41743,Protein kinase C (PKC)
P41743,Protein kinase C iota type/zeta type
P17252,Protein kinase C alpha type
P17252,Protein kinase C (PKC)
P17252,"Protein kinase C, PKC; classical/novel"
P17252,PKC alpha and beta-2
P05129,Protein kinase C gamma type
P05129,Protein kinase C (PKC)
P05129,"Protein kinase C, PKC; classical/novel"
Q05655,Protein kinase C delta type
Q05655,Protein kinase C (PKC)
Q05655,"Protein kinase C, PKC; classical/novel"
P05771,Protein kinase C beta type
P05771,Protein kinase C (PKC)
P05771,"Protein kinase C, PKC; classical/novel"
P05771,PKC alpha and beta-2
Q05513,Protein kinase C zeta type
Q05513,Protein kinase C (PKC)
Q05513,Protein kinase C iota type/zeta type
Q02156,Protein kinase C epsilon type
Q02156,Protein kinase C (PKC)
Q02156,"Protein kinase C, PKC; classical/novel"
P24723,Protein kinase C eta type
P24723,Protein kinase C (PKC)
P24723,"Protein kinase C, PKC; classical/novel"
Q15139,Serine/threonine-protein kinase D1
Q15139,Protein kinase C (PKC)
Q15139,"Protein kinase C, PKC; classical/novel"
Q04759,Protein kinase C theta type
Q04759,Protein kinase C (PKC)
Q04759,"Protein kinase C, PKC; classical/novel"
P43405,Tyrosine-protein kinase SYK
Q92847,Growth hormone secretagogue receptor type 1
Q9Y5N1,Histamine H3 receptor
Q9Y5N1,Histamine receptor (H3 and H4)
Q01344,Interleukin-5 receptor subunit alpha
Q96F46,Interleukin-17 receptor A
P35225,Interleukin-13
P20273,B-cell receptor CD22
Q9BQB4,Sclerostin
P24394,Interleukin-4 receptor subunit alpha
P24394,Interleukin 13 receptor
P10415,Apoptosis regulator Bcl-2
P10415,Apoptosis regulator BAX/Bcl-2
P10415,Apoptosis regulator Bcl-2/Bcl-2 homologous antagonist/killer
P10415,Protein cereblon/Apoptosis regulator Bcl-2
P10415,von Hippel-Lindau disease tumor suppressor/Apoptosis regulator Bcl-2
P10415,BCL2/BCL2L11
P10415,BCL2/BID
P10415,BCL2/BAD
P10415,Apoptosis regulator Bcl-2/Beclin-1
Q9NZQ7,Programmed cell death 1 ligand 1
Q9NZQ7,Programmed cell death protein 1/Programmed cell death 1 ligand 1
Q9NZQ7,Protein cereblon/Programmed cell death 1 ligand 1
Q9NZQ7,Programmed cell death 1 ligand 1/2
O14746,Telomerase reverse transcriptase
ENSG00000198947,Dystrophin pre-mRNA
P02766,Transthyretin
P49354,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
P49354,Protein farnesyltransferase
P49354,Geranylgeranyl transferase type I
P49354,Protein farnesyl/geranylgeranyl transferase
P49356,Protein farnesyltransferase subunit beta
P49356,Protein farnesyltransferase
P49356,Protein farnesyl/geranylgeranyl transferase
P00491,Purine nucleoside phosphorylase
Q9HC29,Nucleotide-binding oligomerization domain-containing protein 2
P13866,Sodium/glucose cotransporter 1
Q96KS0,Prolyl hydroxylase EGLN2
Q96KS0,Hypoxia-inducible factor prolyl hydroxylase
Q9NXG6,Transmembrane prolyl 4-hydroxylase
Q9NXG6,Hypoxia-inducible factor prolyl hydroxylase
Q9GZT9,Egl nine homolog 1
Q9GZT9,Hypoxia-inducible factor prolyl hydroxylase
Q9H6Z9,Prolyl hydroxylase EGLN3
Q9H6Z9,Hypoxia-inducible factor prolyl hydroxylase
P48764,Sodium/hydrogen exchanger 3
O14980,Exportin-1
P9WNX1,Dihydrofolate reductase
Q96SW2,Protein cereblon
Q96SW2,CRL4(CRBN) E3 ubiquitin ligase
Q96SW2,Cereblon/Casein kinase I alpha
Q96SW2,Cereblon/Ikaros
Q96SW2,Protein cereblon/Cyclin-dependent kinase 8
Q96SW2,Protein cereblon/Cyclin-dependent kinase 19
Q96SW2,Protein cereblon/Histone deacetylase 4
Q96SW2,Protein cereblon/Histone deacetylase 2
Q96SW2,Protein cereblon/Histone deacetylase 6
Q96SW2,Protein cereblon/Histone deacetylase 1
Q96SW2,Protein cereblon/NAD-dependent protein deacetylase sirtuin-2
Q96SW2,Protein cereblon/NAD-dependent protein deacetylase sirtuin-1
Q96SW2,Protein cereblon/Cullin-4A/Bromodomain-containing protein 4
Q96SW2,Protein cereblon/Cullin-4A/Bromodomain-containing protein 2
Q96SW2,Protein cereblon/Cullin-4A/Bromodomain-containing protein 3
Q96SW2,Protein cereblon/Peptidyl-prolyl cis-trans isomerase FKBP1A
Q96SW2,Protein cereblon/BCR/ABL
Q96SW2,Protein cereblon/Bromodomain-containing protein 4
Q96SW2,Protein cereblon/DNA damage-binding protein 1/Bromodomain-containing protein 4
Q96SW2,Protein cereblon/NPM/ALK
Q96SW2,Protein cereblon/EML4/ALK
Q96SW2,Protein cereblon/Aiolos
Q96SW2,Protein cereblon/GSPT1
Q96SW2,Protein cereblon/MAP2K7
Q96SW2,Protein cereblon/Histone deacetylase 3
Q96SW2,Protein cereblon/Epidermal growth factor receptor
Q96SW2,Protein cereblon/Estrogen receptor
Q96SW2,Protein cereblon/Retinoblastoma-associated protein
Q96SW2,Protein cereblon/Cyclin-dependent kinase 1
Q96SW2,Protein cereblon/Androgen receptor
Q96SW2,Protein cereblon/Apoptosis regulator Bcl-2
Q96SW2,Protein cereblon/Cyclin-dependent kinase 4
Q96SW2,Protein cereblon/BRAF
Q96SW2,Protein cereblon/G1/S-specific cyclin-D1
Q96SW2,Protein cereblon/Cyclin-dependent kinase 2
Q96SW2,Protein cereblon/MAP2K2
Q96SW2,Protein cereblon/STAT3
Q96SW2,Protein cereblon/B-cell lymphoma 6 protein
Q96SW2,Protein cereblon/STAT1
Q96SW2,Protein cereblon/STAT6
Q96SW2,Protein cereblon/STAT5A
Q96SW2,Protein cereblon/Cyclin-dependent kinase 7
Q96SW2,Protein cereblon/CDK9
Q96SW2,Protein cereblon/STAT5B
Q96SW2,Protein cereblon/STAT2
Q96SW2,Protein cereblon/Cyclin-dependent kinase 6
Q96SW2,Protein cereblon/Cyclin-dependent-like kinase 5
Q96SW2,Protein cereblon/E3 ubiquitin-protein ligase Mdm2
Q96SW2,Protein cereblon/MAP2K1
Q96SW2,Protein cereblon/Tyrosine-protein kinase BTK
Q96SW2,Protein cereblon/Bcl-2-like protein 1
Q96SW2,Protein cereblon/STAT4
Q96SW2,Protein cereblon/Histone acetyltransferase KAT2A
Q96SW2,Protein cereblon/Histone acetyltransferase KAT2B
Q96SW2,Protein cereblon/E3 ubiquitin-protein ligase ZFP91
Q96SW2,Protein cereblon/IRAK4
Q96SW2,Protein cereblon/Serine/threonine-protein kinase TBK1
Q96SW2,Protein cereblon/MCL1
Q96SW2,Protein cereblon/Cullin-4A/Estrogen receptor
Q96SW2,Protein cereblon/Cullin-4A/GSPT1
Q96SW2,Protein cereblon/CDK4/G1/S-specific cyclin-E1
Q96SW2,Protein cereblon/CDK6/G1/S-specific cyclin-D3
Q96SW2,Protein cereblon/Steroid hormone receptor ERR1
Q96SW2,Protein cereblon/Tyrosine-protein kinase ABL1
Q96SW2,Protein cereblon/Bromodomain-containing protein 2
Q96SW2,Protein cereblon/Bromodomain-containing protein 3
Q96SW2,Protein cereblon/GSPT1/Cullin-4A/DDB1
Q96SW2,Protein cereblon/Phosphodiesterase 6D
Q96SW2,Protein cereblon/Tyrosine-protein kinase SRC
Q96SW2,Protein cereblon/HMG-CoA reductase
Q96SW2,Protein cereblon/Tyrosine-protein kinase receptor FLT3
Q96SW2,Protein cereblon/Stem cell growth factor receptor
Q96SW2,Protein cereblon/Serine/threonine-protein kinase WEE1
Q96SW2,Protein cereblon/Platelet-derived growth factor receptor alpha
Q96SW2,Protein cereblon/DNA damage-binding protein 1
Q96SW2,Protein cereblon/Focal adhesion kinase 1
Q96SW2,Protein cereblon/Cyclin B1
Q96SW2,Protein cereblon/Hematopoietic prostaglandin D synthase
Q96SW2,Protein cereblon/von Hippel-Lindau disease tumor suppressor
Q96SW2,Protein cereblon/Agrin
Q96SW2,"Protein cereblon/Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
Q96SW2,Protein cereblon/Kunitz-type protease inhibitor 1
Q96SW2,Protein cereblon/Tyrosine-protein kinase JAK2
Q96SW2,Protein cereblon/Endothelial differentiation-related factor 1
Q96SW2,Protein cereblon/Cold shock domain-containing protein E1
Q96SW2,Protein cereblon/Cyclin-D1-binding protein 1
Q96SW2,Protein cereblon/Cystatin-C
Q96SW2,Protein cereblon/NTRK1
Q96SW2,Protein cereblon/Laminin subunit beta-1
Q96SW2,Protein cereblon/PARP1
Q96SW2,"Protein cereblon/Indoleamine 2,3-dioxygenase 1"
Q96SW2,Protein cereblon/Desmoplakin
Q96SW2,Protein cereblon/MGMT
Q96SW2,Protein cereblon/JAK1
Q96SW2,Protein cereblon/Aryl hydrocarbon receptor
Q96SW2,Protein cereblon/Ubiquitin carboxyl-terminal hydrolase 8
Q96SW2,Protein cereblon/IRAK1
Q96SW2,Protein cereblon/Serine/threonine-protein kinase PLK1
Q96SW2,Protein cereblon/Dynein light chain Tctex-type 1
Q96SW2,Protein cereblon/Small EDRK-rich factor 2
Q96SW2,Protein cereblon/MAP2K1/MAP2K2
Q96SW2,Protein cereblon/Epithelial discoidin domain-containing receptor 1
Q96SW2,Protein cereblon/Apoptosis-stimulating of p53 protein 2
Q96SW2,Protein cereblon/E3 ubiquitin-protein ligase SHPRH
Q96SW2,Protein cereblon/Nectin-1
Q96SW2,Protein cereblon/Delta(24)-sterol reductase
Q96SW2,Protein cereblon/Anamorsin
Q96SW2,Protein cereblon/WDFY4
Q96SW2,Protein cereblon/Pleckstrin homology-like domain family B member 1
Q96SW2,Protein cereblon/SIRT6
Q96SW2,Protein cereblon/Carbohydrate sulfotransferase 14
Q96SW2,Protein cereblon/E3 ubiquitin-protein ligase DTX3L
Q96SW2,Protein cereblon/Protein FAM3C
Q96SW2,Protein cereblon/Protein LTV1 homolog
Q96SW2,Protein cereblon/E3 SUMO-protein ligase NSE2
Q96SW2,Protein cereblon/SOSS complex subunit B1
Q96SW2,Protein cereblon/45 kDa calcium-binding protein
Q96SW2,Protein cereblon/Histone-lysine N-methyltransferase PRDM16
Q96SW2,Protein cereblon/DNA polymerase delta subunit 4
Q96SW2,Protein cereblon/Ubiquitin-conjugating enzyme E2 T
Q96SW2,Protein cereblon/Transmembrane protease serine 4
Q96SW2,Protein cereblon/SIRT3
Q96SW2,Protein cereblon/SET domain-containing protein 4
Q96SW2,Protein cereblon/SIRT5
Q96SW2,Protein cereblon/Melanoma-associated antigen D1
Q96SW2,Protein cereblon/IRAK3
Q96SW2,Protein cereblon/Adhesion G-protein coupled receptor G1
Q96SW2,Protein cereblon/Protein-tyrosine phosphatase 2C
Q96SW2,Protein cereblon/Serine/threonine-protein kinase RIPK2
Q96SW2,Protein cereblon/Eukaryotic translation initiation factor 4E
Q96SW2,Protein cereblon/Platelet-derived growth factor receptor beta
Q96SW2,Protein cereblon/Zinc finger protein 827
Q96SW2,Protein cereblon/Zinc finger protein 692
Q96SW2,Protein cereblon/Bromodomain-containing protein 9
Q96SW2,Protein cereblon/Cyclin-dependent kinase 12
Q96SW2,Protein cereblon/Sal-like protein 4
Q96SW2,Protein cereblon/ALK tyrosine kinase receptor
Q96SW2,Protein cereblon/Tumour suppressor p53/oncoprotein Mdm2
Q96SW2,DNA damage-binding protein 1/Protein cereblon/E3 ubiquitin-protein ligase Mdm2
Q96SW2,Protein cereblon/AXL
Q96SW2,Protein cereblon/ADORA1
Q96SW2,Protein cereblon/AKT1
Q96SW2,Protein cereblon/AKT2
Q96SW2,Protein cereblon/BSG
Q96SW2,Protein cereblon/CUL4A/AR
Q96SW2,Protein cereblon/CDK13
Q96SW2,Protein cereblon/EZH2
Q96SW2,Protein cereblon/STING1
Q96SW2,Protein cereblon/MAP4K1
Q96SW2,Protein cereblon/PARP2
Q96SW2,Protein cereblon/BET1 homolog
Q96SW2,Protein cereblon/FGFR1
Q96SW2,Protein cereblon/FGFR2
Q96SW2,Protein cereblon/FGFR4
Q96SW2,Protein cereblon/FGFR3
Q96SW2,Protein cereblon/SOS1
Q96SW2,Protein cereblon/Serine/threonine-protein kinase PAK 1
Q96SW2,Protein cereblon/Serine/threonine-protein kinase PAK 2
Q96SW2,Protein cereblon/Proteasomal ubiquitin receptor ADRM1
Q96SW2,Protein cereblon/DNA damage-binding protein 1/Tyrosine-protein kinase Lck
Q96SW2,Protein cereblon/Bromodomain-containing protein 7
Q96SW2,Protein cereblon/RAC-gamma serine/threonine-protein kinase
Q96SW2,Protein cereblon/Aurora kinase A
Q96SW2,Protein cereblon/Myc proto-oncogene protein
Q96SW2,Protein cereblon/Serine/threonine-protein kinase PLK4
Q96SW2,Protein cereblon/Serine/threonine-protein kinase GAK
Q96SW2,Protein cereblon/MAP kinase p38 delta
Q96SW2,Protein cereblon/Carbonic anhydrase II
Q96SW2,Protein cereblon/T-cell protein-tyrosine phosphatase
Q96SW2,Protein cereblon/Phospholipid hydroperoxide glutathione peroxidase
Q96SW2,Protein cereblon/Alpha-synuclein
Q96SW2,Protein cereblon/Hexokinase type II
Q96SW2,Protein cereblon/WD repeat-containing protein 5
Q96SW2,Protein cereblon/E3 ubiquitin-protein ligase XIAP
Q96SW2,Protein cereblon/Tyrosine-protein kinase ITK/TSK
Q96SW2,Protein cereblon/Histone acetyltransferase p300
Q96SW2,Protein cereblon/Baculoviral IAP repeat-containing protein 3
Q96SW2,Protein cereblon/Baculoviral IAP repeat-containing protein 2
Q96SW2,Protein cereblon/Receptor-interacting serine/threonine-protein kinase 1
Q96SW2,Protein cereblon/PCNA-associated factor
Q96SW2,Protein cereblon/Leucine-rich repeat serine/threonine-protein kinase 2
Q96SW2,Protein cereblon/Mixed lineage kinase domain-like protein
Q96SW2,Protein cereblon/CREB-binding protein
Q96SW2,Protein cereblon/Histone deacetylase 8
Q96SW2,Protein cereblon/NAD-dependent protein deacetylase sirtuin-7
Q96SW2,Protein cereblon/LIMD1
Q96SW2,Protein cereblon-IKZF2
Q96SW2,Protein cereblon-HDAC9
Q96SW2,Protein cereblon-KRAS
Q96SW2,Protein cereblon/Histone-lysine N-methyltransferase EHMT1
Q96SW2,Protein cereblon/Programmed cell death 1 ligand 1
Q96SW2,Protein cereblon/Tyrosine-protein phosphatase non-receptor type 22
Q96SW2,Protein cereblon/Chromobox protein homolog 8
Q96SW2,Protein cereblon/Serine/threonine-protein kinase ATR
Q96SW2,Protein cereblon/Dual specificity tyrosine-phosphorylation-regulated kinase 2
Q96SW2,Protein cereblon/Histone-lysine N-methyltransferase EHMT2
Q96SW2,Protein cereblon/Ubiquitin carboxyl-terminal hydrolase 7
Q96SW2,Protein cereblon/Tyrosine-protein phosphatase non-receptor type 1
Q96SW2,Protein cereblon/Programmed cell death protein 2
Q96SW2,Protein cereblon/Polycomb protein SUZ12
Q96SW2,Protein cereblon/Lysine-specific demethylase 5B
Q96SW2,Protein cereblon/Microtubule-associated protein tau
Q96SW2,Protein cereblon/Nicotinamide phosphoribosyltransferase
Q96SW2,Protein cereblon/Tyrosine-protein kinase Lck
Q96SW2,Protein cereblon/Protein Aster-A
Q96SW2,Protein cereblon/Terminal nucleotidyltransferase 4B
Q96SW2,Protein cereblon/Heat shock protein HSP 90-beta
Q96SW2,Protein cereblon/Transcriptional enhancer factor TEF-5
Q96SW2,Protein cereblon/E3 ubiquitin-protein ligase RING2
Q96SW2,Protein cereblon/Lysine-specific demethylase 5C
Q96SW2,Protein cereblon/Transcriptional coactivator YAP1
Q96SW2,Protein cereblon/Histone-lysine N-methyltransferase NSD3
Q96SW2,Protein cereblon/Maternal embryonic leucine zipper kinase
Q96SW2,Protein cereblon/Receptor-type tyrosine-protein phosphatase C
Q96SW2,Protein cereblon/Transcriptional enhancer factor TEF-3
Q96SW2,Protein cereblon/Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
Q96SW2,"Protein cereblon/Histone-lysine N-methyltransferase, H3 lysine-36 specific"
Q96SW2,Protein cereblon/Cytochrome P450 1B1
Q96SW2,Protein cereblon/Polycomb complex protein BMI-1
Q96SW2,Protein cereblon/E3 ubiquitin-protein ligase RING1
Q96SW2,Protein cereblon/D-dopachrome decarboxylase
Q96SW2,Protein cereblon/Probable global transcription activator SNF2L2
Q96SW2,Protein cereblon/Heat shock protein HSP 90-alpha
Q96SW2,Protein cereblon/Histone-lysine N-methyltransferase NSD2
Q96SW2,Protein cereblon/Parkinson disease protein 7
Q96SW2,Protein cereblon/Cyclin-K
Q96SW2,Protein cereblon/Transcriptional enhancer factor TEF-4
Q96SW2,Protein cereblon/Transcriptional enhancer factor TEF-1
Q96SW2,Protein cereblon/Polycomb protein EED
Q96SW2,Protein cereblon/RING1 and YY1-binding protein
Q96SW2,Protein cereblon/Lysine-specific demethylase 5A
Q96SW2,Protein cereblon/Tubulin beta-3 chain
Q96SW2,Protein cereblon/Tyrosine-protein phosphatase non-receptor type 6
Q96SW2,Protein cereblon/Tyrosine-protein kinase JAK3
Q96SW2,Protein cereblon/Non-receptor tyrosine-protein kinase TYK2
Q96SW2,Protein cereblon/Tubulin beta
Q96SW2,Protein cereblon-alpha tubulin
Q96SW2,Protein cereblon-SARS-Cov-2 polyprotein
Q16531,CRL4(CRBN) E3 ubiquitin ligase
Q16531,Protein cereblon/DNA damage-binding protein 1/Bromodomain-containing protein 4
Q16531,Protein cereblon/GSPT1/Cullin-4A/DDB1
Q16531,Protein cereblon/DNA damage-binding protein 1
Q16531,DNA damage-binding protein 1/Protein cereblon/E3 ubiquitin-protein ligase Mdm2
Q16531,Protein cereblon/DNA damage-binding protein 1/Tyrosine-protein kinase Lck
Q16531,DNA damage-binding protein 1
Q13619,CRL4(CRBN) E3 ubiquitin ligase
Q13619,Protein cereblon/Cullin-4A/Bromodomain-containing protein 4
Q13619,Protein cereblon/Cullin-4A/Bromodomain-containing protein 2
Q13619,Protein cereblon/Cullin-4A/Bromodomain-containing protein 3
Q13619,Cullin-4A
Q13619,Protein cereblon/Cullin-4A/Estrogen receptor
Q13619,Protein cereblon/Cullin-4A/GSPT1
Q13619,Protein cereblon/GSPT1/Cullin-4A/DDB1
Q13619,Protein cereblon/CUL4A/AR
P62877,CRL4(CRBN) E3 ubiquitin ligase
P62877,E3 ubiquitin-protein ligase RBX1
Q9Y2I1,Nischarin
P0C731,Serine/threonine-protein kinase BGLF4
P14410,"Sucrase-isomaltase, intestinal"
P14410,Alpha glucosidase
Q2M2H8,Alpha glucosidase
P21731,Thromboxane A2 receptor
P16788,Serine/threonine protein kinase UL97
P04275,von Willebrand factor
P05067,Amyloid-beta precursor protein
Q9GZV9,Fibroblast growth factor 23
P06881,Calcitonin gene-related peptide 1
P06881,Calcitonin gene-related peptide
P10092,Calcitonin gene-related peptide 2
P10092,Calcitonin gene-related peptide
P00740,Coagulation factor IX
P00740,Coagulation factor IX and X
P00740,Coagulation factor IX/VIII
P40189,Interleukin-6 receptor subunit beta
P40189,IL6Ralpha/GP130
P40189,LIFR/GP130
P01730,T-cell surface glycoprotein CD4
P08476,Inhibin beta A chain
P56856,Claudin-18
P18177,Toxin B
ENSG00000205571,SMN2 pre-mRNA
Q8IWU9,Tryptophan 5-hydroxylase 2
Q8IWU9,Tryptophan 5-hydroxylase
P17752,Tryptophan 5-hydroxylase 1
P17752,Tryptophan 5-hydroxylase
ENSG00000142168,SOD1 mRNA
P30536,Translocator protein
P41222,Prostaglandin-H2 D-isomerase
P11172,Uridine 5'-monophosphate synthase
P35610,Sterol O-acyltransferase 1
P18054,Polyunsaturated fatty acid lipoxygenase ALOX12
P0DP23,Calmodulin-1
P0DP23,Calmodulin/Proto-oncogene tyrosine-protein kinase Src
Q9HBA0,Transient receptor potential cation channel subfamily V member 4
P28566,5-hydroxytryptamine receptor 1E
P28566,Serotonin (5-HT) receptor
P28566,Serotonin 1 (5-HT1) receptor
P34969,5-hydroxytryptamine receptor 7
P34969,Serotonin (5-HT) receptor
P50406,5-hydroxytryptamine receptor 6
P50406,Serotonin (5-HT) receptor
P47898,5-hydroxytryptamine receptor 5A
P47898,Serotonin (5-HT) receptor
A5X5Y0,Serotonin 3 (5-HT3) receptor
A5X5Y0,Serotonin (5-HT) receptor
A5X5Y0,5-hydroxytryptamine receptor 3A/3E
O95264,5-hydroxytryptamine receptor 3B
O95264,Serotonin 3 (5-HT3) receptor
O95264,Serotonin (5-HT) receptor
Q70Z44,Serotonin 3 (5-HT3) receptor
Q70Z44,Serotonin (5-HT) receptor
Q8WXA8,Serotonin 3 (5-HT3) receptor
Q8WXA8,Serotonin (5-HT) receptor
Q8WXA8,5-hydroxytryptamine receptor 3A/3C
Q9UDY8,Mucosa-associated lymphoid tissue lymphoma translocation protein 1
Q9UDY8,Baculoviral IAP repeat-containing protein 3/Mucosa-associated lymphoid tissue lymphoma translocation protein 1
P08319,All-trans-retinol dehydrogenase [NAD(+)] ADH4
P08319,Alcohol dehydrogenase
P40394,All-trans-retinol dehydrogenase [NAD(+)] ADH7
P40394,Alcohol dehydrogenase
P11766,Alcohol dehydrogenase class-3
P11766,Alcohol dehydrogenase
P28332,Alcohol dehydrogenase
Q92523,"Carnitine O-palmitoyltransferase 1, muscle isoform"
P32239,Gastrin/cholecystokinin type B receptor
P32239,Cholecystokinin receptor
P32239,Cholecystokinin(CCK) A/B
P19801,Diamine oxidase [copper-containing]
P04292,DNA polymerase catalytic subunit
P08173,Muscarinic acetylcholine receptor M4
P08173,Muscarinic acetylcholine receptor
P08173,Muscarinic acetylcholine receptor M2 and M4
P08912,Muscarinic acetylcholine receptor M5
P08912,Muscarinic acetylcholine receptor
P08912,Muscarinic acetylcholine receptor M1/M5 chimeric protein
P08912,Muscarinic acetylcholine receptor M2 and M5
P15121,Aldo-keto reductase family 1 member B1
P15121,Baculoviral IAP repeat-containing protein 2/Aldo-keto reductase family 1 member B1
Q15392,Delta(24)-sterol reductase
Q15392,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase/Delta(24)-sterol reductase"
Q15392,Protein cereblon/Delta(24)-sterol reductase
P15328,Folate receptor alpha
P51679,C-C chemokine receptor type 4
Q8WXI7,Mucin-16
P09758,Tumor-associated calcium signal transducer 2
P40259,B-cell antigen receptor complex-associated protein beta chain
Q969D9,Thymic stromal lymphopoietin
Q9Y5C1,Angiopoietin-related protein 3
P00748,Coagulation factor XII
P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial"
P42345,Serine/threonine-protein kinase mTOR
P42345,FKBP12A/mTOR
P42345,mTORC1
P42345,mTOR/FKBP12A/FKBP12B
P42345,DEPTOR/mTOR
P42345,mTORC2
Q0PXQ5,Urease
P16422,Epithelial cell adhesion molecule
P09252,DNA polymerase catalytic subunit
P48735,"Isocitrate dehydrogenase [NADP], mitochondrial"
P48735,IDH1/IDH2
P16724,DNA terminase
P16792,DNA terminase
P16732,DNA terminase
P16732,Tripartite terminase subunit 3
Q9F663,Carbapenem-hydrolyzing beta-lactamase KPC
O75116,Rho-associated protein kinase 2
O75116,Rho-associated protein kinase
O75116,Rho-associated protein kinase 2/Transforming protein RhoA
Q13464,Rho-associated protein kinase 1
Q13464,Rho-associated protein kinase
P0DG04,DNA gyrase
P0DG02,DNA gyrase
P06280,Alpha-galactosidase A
P06731,Carcinoembryonic antigen-related cell adhesion molecule 5
Q96NY8,Nectin-4
P0DG06,DNA topoisomerase IV
A0A0H2UU62,DNA topoisomerase IV
P31751,RAC-beta serine/threonine-protein kinase
P31751,Serine/threonine-protein kinase AKT
P31751,Serine/threonine-protein kinase Rac alpha/beta
P31751,Protein cereblon/AKT2
Q9Y243,RAC-gamma serine/threonine-protein kinase
Q9Y243,Serine/threonine-protein kinase AKT
Q9Y243,Protein cereblon/RAC-gamma serine/threonine-protein kinase
P31749,RAC-alpha serine/threonine-protein kinase
P31749,Serine/threonine-protein kinase AKT
P31749,AKT/p21CIP1
P31749,RAC-alpha serine/threonine-protein kinase/Ribosomal protein S6 kinase beta-1
P31749,Serine/threonine-protein kinase Rac alpha/beta
P31749,AKT1/PPP1CA
P31749,von Hippel-Lindau disease tumor suppressor/AKT1
P31749,Protein cereblon/AKT1
Q93088,Betaine--homocysteine S-methyltransferase 1
Q93088,Betaine-homocysteine S-methyltransferase
Q9H2M3,S-methylmethionine--homocysteine S-methyltransferase BHMT2
Q9H2M3,Betaine-homocysteine S-methyltransferase
O75874,Isocitrate dehydrogenase [NADP] cytoplasmic
O75874,IDH1/IDH2
ENSG00000118271,Transthyretin mRNA
P03433,Polymerase acidic protein
P03433,PA/PB1
P03433,RNA-directed RNA polymerase
P03433,von Hippel-Lindau disease tumor suppressor/Polymerase acidic protein
P26951,Interleukin-3 receptor subunit alpha
Q9QLI9,Polymerase acidic protein
Q9HC35,Echinoderm microtubule-associated protein-like 4
Q9HC35,EML4-ALK
Q9HC35,Protein cereblon/EML4/ALK
Q9HC35,von Hippel-Lindau disease tumor suppressor/EML4-ALK
Q9HC35,Glucose-induced degradation protein 4 homolog/EML4-ALK
Q9HC35,ZYG11B/ZER1/EML4-ALK
P33815,Envelope phospholipase OPG057
P0AD64,Beta-lactamase SHV-1
P01579,Interferon gamma
P24735,Beta-lactamase
P05364,Beta-lactamase
Q848S6,Carbapenem-hydrolyzing beta-lactamase KPC
Q9EXV5,Beta-lactamase CTX-M
P51813,Cytoplasmic tyrosine-protein kinase BMX
P51813,TEC family kinase
P42680,Tyrosine-protein kinase Tec
P42680,TEC family kinase
P42681,Tyrosine-protein kinase TXK
P42681,TEC family kinase
P69905,Hemoglobin subunit alpha
P69905,Hemoglobin HbA
P68871,Hemoglobin subunit beta
P68871,Hemoglobin HbA
Q01726,Melanocyte-stimulating hormone receptor
Q01726,Melanocortin receptor (M1 and M4)
P01137,Transforming growth factor beta-1 proprotein
P01137,Transforming growth factor beta
P01137,Transforming growth factor beta-1 proprotein/Mothers against decapentaplegic homolog 3
P61812,Transforming growth factor beta-2 proprotein
P61812,Transforming growth factor beta
P10600,Transforming growth factor beta-3 proprotein
