chembl_id,uniprot,mechanism,action_type
CHEMBL495,P43116,Prostanoid EP2 receptor agonist,AGONIST
CHEMBL1770,O96760,Nicotinic acetylcholine receptor alpha subunit agonist,AGONIST
CHEMBL181,Q14654,"Potassium channel, inwardly rectifying, subfamily J, member 11 opener",OPENER
CHEMBL1201528,P37288,Vasopressin V1a receptor agonist,AGONIST
CHEMBL1201108,P37288,Vasopressin V1a receptor antagonist,ANTAGONIST
CHEMBL2311030,P28222,Serotonin 1b (5-HT1b) receptor agonist,AGONIST
CHEMBL1185,P28222,Serotonin 1b (5-HT1b) receptor agonist,AGONIST
CHEMBL1201003,P28222,Serotonin 1b (5-HT1b) receptor agonist,AGONIST
CHEMBL2138684,P28222,Serotonin 1b (5-HT1b) receptor agonist,AGONIST
CHEMBL1200521,P28222,Serotonin 1b (5-HT1b) receptor agonist,AGONIST
CHEMBL1200601,P28222,Serotonin 1b (5-HT1b) receptor agonist,AGONIST
CHEMBL1201032,P28222,Serotonin 1b (5-HT1b) receptor agonist,AGONIST
CHEMBL128,P28222,Serotonin 1b (5-HT1b) receptor agonist,AGONIST
CHEMBL1201150,P28222,Serotonin 1b (5-HT1b) receptor agonist,AGONIST
CHEMBL2368924,P46098,Serotonin 3a (5-HT3a) receptor antagonist,ANTAGONIST
CHEMBL46,P46098,Serotonin 3a (5-HT3a) receptor antagonist,ANTAGONIST
CHEMBL1237080,P46098,Serotonin 3a (5-HT3a) receptor antagonist,ANTAGONIST
CHEMBL289469,P46098,Serotonin 3a (5-HT3a) receptor antagonist,ANTAGONIST
CHEMBL1720,P46098,Serotonin 3a (5-HT3a) receptor antagonist,ANTAGONIST
CHEMBL3186492,P46098,Serotonin 3a (5-HT3a) receptor antagonist,ANTAGONIST
CHEMBL1200885,P46098,Serotonin 3a (5-HT3a) receptor antagonist,ANTAGONIST
CHEMBL1200940,P46098,Serotonin 3a (5-HT3a) receptor antagonist,ANTAGONIST
CHEMBL1200755,P32238,Cholecystokinin A receptor agonist,AGONIST
CHEMBL1201182,P62942,FK506-binding protein 1A inhibitor,INHIBITOR
CHEMBL413,P62942,FK506-binding protein 1A inhibitor,INHIBITOR
CHEMBL1908360,P62942,FK506-binding protein 1A inhibitor,INHIBITOR
CHEMBL1200686,P62942,FK506-binding protein 1A inhibitor,INHIBITOR
CHEMBL3989887,P62942,FK506-binding protein 1A inhibitor,INHIBITOR
CHEMBL1946170,P04049,Serine/threonine-protein kinase RAF inhibitor,INHIBITOR
CHEMBL1200485,P04049,Serine/threonine-protein kinase RAF inhibitor,INHIBITOR
CHEMBL1580,P00813,Adenosine deaminase inhibitor,INHIBITOR
CHEMBL2105613,P51649,Succinate semialdehyde dehydrogenase inhibitor,INHIBITOR
CHEMBL433,P51649,Succinate semialdehyde dehydrogenase inhibitor,INHIBITOR
CHEMBL109,P51649,Succinate semialdehyde dehydrogenase inhibitor,INHIBITOR
CHEMBL1118,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL6067650,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1200322,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1200710,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1200781,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1409,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1709,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1200609,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1201082,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1200595,P31645,Serotonin transporter substrate,SUBSTRATE
CHEMBL1615374,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1200798,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1201066,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1200964,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1113,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1201728,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1200328,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1692,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL3989845,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL4297064,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1200492,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1201156,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1200332,P31645,Serotonin transporter inhibitor,INHIBITOR
CHEMBL1421,P09619,Platelet-derived growth factor receptor beta inhibitor,INHIBITOR
CHEMBL1200485,P09619,Platelet-derived growth factor receptor beta inhibitor,INHIBITOR
CHEMBL1642,P09619,Platelet-derived growth factor receptor beta inhibitor,INHIBITOR
CHEMBL5314380,P30872,Somatostatin receptor 1 agonist,AGONIST
CHEMBL1201528,P47901,Vasopressin V1b receptor agonist,AGONIST
CHEMBL1715,P37231,Peroxisome proliferator-activated receptor gamma agonist,AGONIST
CHEMBL843,P37231,Peroxisome proliferator-activated receptor gamma agonist,AGONIST
CHEMBL408,P37231,Peroxisome proliferator-activated receptor gamma agonist,AGONIST
CHEMBL1200760,P37231,Peroxisome proliferator-activated receptor gamma agonist,AGONIST
CHEMBL704,P37231,Peroxisome proliferator-activated receptor gamma agonist,AGONIST
CHEMBL1201013,P37231,Peroxisome proliferator-activated receptor gamma agonist,AGONIST
CHEMBL1201488,P47872,Secretin receptor agonist,AGONIST
CHEMBL1201616,P47872,Secretin receptor agonist,AGONIST
CHEMBL6067494,P47872,Secretin receptor agonist,AGONIST
CHEMBL1201745,Q07869,Peroxisome proliferator-activated receptor alpha agonist,AGONIST
CHEMBL457,Q07869,Peroxisome proliferator-activated receptor alpha agonist,AGONIST
CHEMBL672,Q07869,Peroxisome proliferator-activated receptor alpha agonist,AGONIST
CHEMBL565,Q07869,Peroxisome proliferator-activated receptor alpha agonist,AGONIST
CHEMBL981,Q07869,Peroxisome proliferator-activated receptor alpha agonist,AGONIST
CHEMBL5483015,Q16881,Thioredoxin reductase 1 inhibitor,INHIBITOR
CHEMBL1200477,P47989,Xanthine dehydrogenase inhibitor,INHIBITOR
CHEMBL1164729,P47989,Xanthine dehydrogenase inhibitor,INHIBITOR
CHEMBL1467,P47989,Xanthine dehydrogenase inhibitor,INHIBITOR
CHEMBL1465,Q9BQB6,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,INHIBITOR
CHEMBL711,Q9BQB6,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,INHIBITOR
CHEMBL1466,Q9BQB6,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,INHIBITOR
CHEMBL1200772,Q9BQB6,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,INHIBITOR
CHEMBL1200879,Q9BQB6,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,INHIBITOR
CHEMBL964,P05091,Aldehyde dehydrogenase inhibitor,INHIBITOR
CHEMBL1421,P10721,Stem cell growth factor receptor inhibitor,INHIBITOR
CHEMBL1201733,P10721,Stem cell growth factor receptor inhibitor,INHIBITOR
CHEMBL1946170,P10721,Stem cell growth factor receptor inhibitor,INHIBITOR
CHEMBL1200485,P10721,Stem cell growth factor receptor inhibitor,INHIBITOR
CHEMBL1567,P10721,Stem cell growth factor receptor inhibitor,INHIBITOR
CHEMBL1642,P10721,Stem cell growth factor receptor inhibitor,INHIBITOR
CHEMBL256907,P51681,C-C chemokine receptor type 5 antagonist,ANTAGONIST
CHEMBL36,P13922,Dihydrofolate reductase inhibitor,INHIBITOR
CHEMBL1201059,P13922,Dihydrofolate reductase inhibitor,INHIBITOR
CHEMBL902,P25021,Histamine H2 receptor antagonist,ANTAGONIST
CHEMBL1201051,P25021,Histamine H2 receptor antagonist,ANTAGONIST
CHEMBL1200949,P25021,Histamine H2 receptor agonist,AGONIST
CHEMBL3183075,P25021,Histamine H2 receptor antagonist,ANTAGONIST
CHEMBL2110372,P25021,Histamine H2 receptor antagonist,ANTAGONIST
CHEMBL30,P25021,Histamine H2 receptor antagonist,ANTAGONIST
CHEMBL2111286,P25021,Histamine H2 receptor antagonist,ANTAGONIST
CHEMBL1200988,P25021,Histamine H2 receptor antagonist,ANTAGONIST
CHEMBL1689,P25021,Histamine H2 receptor agonist,AGONIST
CHEMBL227529,P27487,Dipeptidyl peptidase IV inhibitor,INHIBITOR
CHEMBL1201174,P27487,Dipeptidyl peptidase IV inhibitor,INHIBITOR
CHEMBL237500,P27487,Dipeptidyl peptidase IV inhibitor,INHIBITOR
CHEMBL1201743,P27487,Dipeptidyl peptidase IV inhibitor,INHIBITOR
CHEMBL1200399,P08908,Serotonin 1a (5-HT1a) receptor partial agonist,PARTIAL AGONIST
CHEMBL2311030,P08908,Serotonin 1a (5-HT1a) receptor agonist,AGONIST
CHEMBL1200938,P08908,Serotonin 1a (5-HT1a) receptor partial agonist,PARTIAL AGONIST
CHEMBL1112,P08908,Serotonin 1a (5-HT1a) receptor partial agonist,PARTIAL AGONIST
CHEMBL1615374,P08908,Serotonin 1a (5-HT1a) receptor partial agonist,PARTIAL AGONIST
CHEMBL160,P62937,Cyclophilin A modulator,MODULATOR
CHEMBL1201414,P01008,Antithrombin-III activator,ACTIVATOR
CHEMBL1201476,P01008,Antithrombin-III activator,ACTIVATOR
CHEMBL1201460,P01008,Antithrombin-III activator,ACTIVATOR
CHEMBL1201534,P01008,Antithrombin-III activator,ACTIVATOR
CHEMBL1201657,P01008,Antithrombin-III activator,ACTIVATOR
CHEMBL1201513,P01008,Antithrombin-III activator,ACTIVATOR
CHEMBL1201448,P01008,Antithrombin-III activator,ACTIVATOR
CHEMBL1200644,P01008,Antithrombin-III activator,ACTIVATOR
CHEMBL917,P04818,Thymidylate synthase inhibitor,INHIBITOR
CHEMBL2360464,P04818,Thymidylate synthase inhibitor,INHIBITOR
CHEMBL1773,P04818,Thymidylate synthase inhibitor,INHIBITOR
CHEMBL185,P04818,Thymidylate synthase inhibitor,INHIBITOR
CHEMBL1201717,P08069,Insulin-like growth factor I receptor agonist,AGONIST
CHEMBL1201716,P08069,Insulin-like growth factor I receptor agonist,AGONIST
CHEMBL1201570,P14778,Interleukin-1 receptor antagonist,ANTAGONIST
CHEMBL1201533,P16473,Thyroid stimulating hormone receptor agonist,AGONIST
CHEMBL1201532,P16473,Thyroid stimulating hormone receptor agonist,AGONIST
CHEMBL1201610,Q01718,Melanocortin receptor 2 agonist,AGONIST
CHEMBL1201609,Q01718,Melanocortin receptor 2 agonist,AGONIST
CHEMBL2103784,Q01718,Melanocortin receptor 2 agonist,AGONIST
CHEMBL1201489,Q01718,Melanocortin receptor 2 agonist,AGONIST
CHEMBL960,Q02127,Dihydroorotate dehydrogenase inhibitor,INHIBITOR
CHEMBL973,Q02127,Dihydroorotate dehydrogenase inhibitor,INHIBITOR
CHEMBL1200862,P07101,Tyrosine 3-hydroxylase inhibitor,INHIBITOR
CHEMBL473,Q12809,HERG blocker,BLOCKER
CHEMBL2355456,Q12809,HERG blocker,BLOCKER
CHEMBL1083993,Q12809,HERG blocker,BLOCKER
CHEMBL1700,Q12809,HERG blocker,BLOCKER
CHEMBL1201461,Q12879,Glutamate [NMDA] receptor subunit epsilon 1 antagonist,ANTAGONIST
CHEMBL1256818,Q12879,Glutamate [NMDA] receptor subunit epsilon 1 antagonist,ANTAGONIST
CHEMBL1388,P14679,Tyrosinase inhibitor,INHIBITOR
CHEMBL544,P14679,Tyrosinase inhibitor,INHIBITOR
CHEMBL1200485,P36888,Tyrosine-protein kinase receptor FLT3 inhibitor,INHIBITOR
CHEMBL1567,P36888,Tyrosine-protein kinase receptor FLT3 inhibitor,INHIBITOR
CHEMBL1201620,P10912,Growth hormone receptor agonist,AGONIST
CHEMBL1201621,P10912,Growth hormone receptor agonist,AGONIST
CHEMBL1201515,P10912,Growth hormone receptor antagonist,ANTAGONIST
CHEMBL1042,P11473,Vitamin D receptor agonist,AGONIST
CHEMBL1536,P11473,Vitamin D receptor agonist,AGONIST
CHEMBL1200666,P11473,Vitamin D receptor agonist,AGONIST
CHEMBL1200622,P11473,Vitamin D receptor agonist,AGONIST
CHEMBL846,P11473,Vitamin D receptor agonist,AGONIST
CHEMBL3544909,P11473,Vitamin D receptor agonist,AGONIST
CHEMBL1200810,P11473,Vitamin D receptor agonist,AGONIST
CHEMBL1571,P11511,Cytochrome P450 19A1 inhibitor,INHIBITOR
CHEMBL1399,P11511,Cytochrome P450 19A1 inhibitor,INHIBITOR
CHEMBL1444,P11511,Cytochrome P450 19A1 inhibitor,INHIBITOR
CHEMBL1200374,P11511,Cytochrome P450 19A1 inhibitor,INHIBITOR
CHEMBL488,P11511,Cytochrome P450 19A1 inhibitor,INHIBITOR
CHEMBL1200822,Q14524,Sodium channel protein type V alpha subunit blocker,BLOCKER
CHEMBL1200612,Q14524,Sodium channel protein type V alpha subunit blocker,BLOCKER
CHEMBL1404,Q14524,Sodium channel protein type V alpha subunit blocker,BLOCKER
CHEMBL1201540,P06213,Insulin receptor agonist,AGONIST
CHEMBL1201629,P06213,Insulin receptor agonist,AGONIST
CHEMBL1201644,P06213,Insulin receptor agonist,AGONIST
CHEMBL1201631,P06213,Insulin receptor agonist,AGONIST
CHEMBL1201630,P06213,Insulin receptor agonist,AGONIST
CHEMBL1201545,P06213,Insulin receptor agonist,AGONIST
CHEMBL1201611,P06213,Insulin receptor agonist,AGONIST
CHEMBL1201538,P06213,Insulin receptor agonist,AGONIST
CHEMBL1201613,P06213,Insulin receptor agonist,AGONIST
CHEMBL1201497,P06213,Insulin receptor agonist,AGONIST
CHEMBL1201539,P06213,Insulin receptor agonist,AGONIST
CHEMBL1201627,P06213,Insulin receptor agonist,AGONIST
CHEMBL1201496,P06213,Insulin receptor agonist,AGONIST
CHEMBL1201664,P06213,Insulin receptor agonist,AGONIST
CHEMBL2104391,P06213,Insulin receptor agonist,AGONIST
CHEMBL719,P41972,Isoleucyl-tRNA synthetase inhibitor,INHIBITOR
CHEMBL3989715,P41972,Isoleucyl-tRNA synthetase inhibitor,INHIBITOR
CHEMBL1200517,P28221,Serotonin 1d (5-HT1d) receptor agonist,AGONIST
CHEMBL2448612,P28221,Serotonin 1d (5-HT1d) receptor agonist,AGONIST
CHEMBL1201003,P28221,Serotonin 1d (5-HT1d) receptor agonist,AGONIST
CHEMBL1200601,P28221,Serotonin 1d (5-HT1d) receptor agonist,AGONIST
CHEMBL1185,P28221,Serotonin 1d (5-HT1d) receptor agonist,AGONIST
CHEMBL1200521,P28221,Serotonin 1d (5-HT1d) receptor agonist,AGONIST
CHEMBL2138684,P28221,Serotonin 1d (5-HT1d) receptor agonist,AGONIST
CHEMBL1201032,P28221,Serotonin 1d (5-HT1d) receptor agonist,AGONIST
CHEMBL1201150,P28221,Serotonin 1d (5-HT1d) receptor agonist,AGONIST
CHEMBL128,P28221,Serotonin 1d (5-HT1d) receptor agonist,AGONIST
CHEMBL831,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL908,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1713,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL42,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1200636,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL71,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1200798,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL2358147,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1108,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1112,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL3544974,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1201060,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1201155,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1615372,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1201052,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL654,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1200419,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1200492,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL715,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL3989694,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1621,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL2107360,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1200469,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL3188993,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1423,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL85,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL54,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1200986,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL4297147,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL14376,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL479,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1200916,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1201,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL3989824,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1257040,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1200948,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL1375743,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL3989833,P28223,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST
CHEMBL831,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL2095211,P28335,Serotonin 2c (5-HT2c) receptor agonist,AGONIST
CHEMBL1200426,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL1200938,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL654,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL1200492,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL715,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL3989694,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL3188993,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL85,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL479,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL1200916,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL1200798,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL1257040,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL1200948,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL1375743,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL3989833,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL2358147,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL908,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL1200636,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL1201155,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL1201060,P28335,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST
CHEMBL1200331,P0A749,UDP-N-acetylglucosamine 1-carboxyvinyltransferase inhibitor,INHIBITOR
CHEMBL5314342,P47871,Glucagon receptor agonist,AGONIST
CHEMBL5314341,P47871,Glucagon receptor agonist,AGONIST
CHEMBL3545059,P00797,Renin inhibitor,INHIBITOR
CHEMBL1963683,P43088,Prostanoid FP receptor agonist,AGONIST
CHEMBL1051,P43088,Prostanoid FP receptor agonist,AGONIST
CHEMBL1200799,P43088,Prostanoid FP receptor agonist,AGONIST
CHEMBL1200896,P43088,Prostanoid FP receptor agonist,AGONIST
CHEMBL1200963,P43088,Prostanoid FP receptor agonist,AGONIST
CHEMBL1237105,P43088,Prostanoid FP receptor agonist,AGONIST
CHEMBL1200721,Q92731,Estrogen receptor beta modulator,MODULATOR
CHEMBL1200761,Q92731,Estrogen receptor beta modulator,MODULATOR
CHEMBL1116,Q92731,Estrogen receptor beta modulator,MODULATOR
CHEMBL1201668,P16066,Atrial natriuretic peptide receptor A agonist,AGONIST
CHEMBL1201057,P16444,Renal dipeptidase inhibitor,INHIBITOR
CHEMBL1489,Q9Y6K1,DNA (cytosine-5)-methyltransferase 3A inhibitor,INHIBITOR
CHEMBL1201129,Q9Y6K1,DNA (cytosine-5)-methyltransferase 3A inhibitor,INHIBITOR
CHEMBL1489,P26358,DNA (cytosine-5)-methyltransferase 1 inhibitor,INHIBITOR
CHEMBL1201129,P26358,DNA (cytosine-5)-methyltransferase 1 inhibitor,INHIBITOR
CHEMBL1095097,P08235,Mineralocorticoid receptor antagonist,ANTAGONIST
CHEMBL1200542,P08235,Mineralocorticoid receptor agonist,AGONIST
CHEMBL1201010,P08235,Mineralocorticoid receptor agonist,AGONIST
CHEMBL1393,P08235,Mineralocorticoid receptor antagonist,ANTAGONIST
CHEMBL1200592,P08235,Mineralocorticoid receptor agonist,AGONIST
CHEMBL1509,P08235,Mineralocorticoid receptor antagonist,ANTAGONIST
CHEMBL1428,P08235,Mineralocorticoid receptor antagonist,ANTAGONIST
CHEMBL1480,P08235,Mineralocorticoid receptor antagonist,ANTAGONIST
CHEMBL1237119,P43119,Prostanoid IP receptor agonist,AGONIST
CHEMBL494,P43119,Prostanoid IP receptor agonist,AGONIST
CHEMBL962,P43119,Prostanoid IP receptor agonist,AGONIST
CHEMBL3989695,P29274,Adenosine A2a receptor agonist,AGONIST
CHEMBL1201567,Q99062,Granulocyte colony stimulating factor receptor agonist,AGONIST
CHEMBL1201568,Q99062,Granulocyte colony stimulating factor receptor agonist,AGONIST
CHEMBL932,Q99808,Equilibrative nucleoside transporter 1 inhibitor,INHIBITOR
CHEMBL1286,Q7L0J3,Synaptic vesicle glycoprotein 2A modulator,MODULATOR
CHEMBL1201837,P03952,Plasma kallikrein inhibitor,INHIBITOR
CHEMBL1201619,P03952,Plasma kallikrein inhibitor,INHIBITOR
CHEMBL1265,P13631,Retinoic acid receptor agonist,AGONIST
CHEMBL1265,P10826,Retinoic acid receptor agonist,AGONIST
CHEMBL1265,P10276,Retinoic acid receptor agonist,AGONIST
CHEMBL614,P95029,Fatty acid synthase inhibitor,INHIBITOR
CHEMBL712,P38435,Vitamin K-dependent gamma-carboxylase inhibitor,INHIBITOR
CHEMBL1539,Q25704,Dihydropteroate synthetase inhibitor,INHIBITOR
CHEMBL1201056,Q25704,Dihydropteroate synthetase inhibitor,INHIBITOR
CHEMBL288441,P12931,Tyrosine-protein kinase SRC inhibitor,INHIBITOR
CHEMBL24828,P12931,Tyrosine-protein kinase SRC inhibitor,INHIBITOR
CHEMBL1373,Q01959,Dopamine transporter inhibitor,INHIBITOR
CHEMBL1201192,Q01959,Dopamine transporter inhibitor,INHIBITOR
CHEMBL1200377,Q01959,Dopamine transporter releasing agent,RELEASING AGENT
CHEMBL405,Q01959,Dopamine transporter releasing agent,RELEASING AGENT
CHEMBL501,Q01959,Dopamine transporter releasing agent,RELEASING AGENT
CHEMBL1201735,Q01959,Dopamine transporter inhibitor,INHIBITOR
CHEMBL1698,Q01959,Dopamine transporter inhibitor,INHIBITOR
CHEMBL904,Q01959,Dopamine transporter inhibitor,INHIBITOR
CHEMBL1200387,Q01959,Dopamine transporter releasing agent,RELEASING AGENT
