doid,disease_name,community,embedding
DOID:1826,epilepsy syndrome,21020,"[-0.049152813851833344, -0.10146526992321014, 0.1663435697555542, 0.10139168053865433, 0.023431070148944855, 0.04391834884881973, 0.20228515565395355, 0.26382046937942505, -0.18051780760288239, 0.011983076110482216, 0.16809535026550293, -0.1998765468597412, -0.3029009997844696, 0.2748093903064728, -0.21877574920654297, 0.08273839205503464, 0.03350898623466492, 0.08084259182214737, -0.26098307967185974, -0.09483309835195541, -0.06740565598011017, -0.3136851489543915, 0.0037364938762038946, -0.022637415677309036, -0.1831614226102829, 0.12197928130626678, 0.01985917240381241, 0.026059631258249283, 0.13911868631839752, -0.09271230548620224, -0.046593524515628815, 0.1539715826511383, 0.09227994084358215, -0.21118450164794922, 0.05333679914474487, 0.045427147299051285, -0.05327494069933891, 0.128799170255661, 0.1222168356180191, -0.21416643261909485, 0.13324585556983948, -0.12240760028362274, 0.07147003710269928, 0.35957980155944824, -0.10425655543804169, -0.1457895040512085, -0.15800708532333374, -0.11056787520647049, -0.02321023866534233, 0.09691958129405975, 0.10976400226354599, -0.39639168977737427, 0.2216930240392685, 0.04338390380144119, -0.0672493726015091, 0.32575130462646484, 0.004959970712661743, 0.22730451822280884, 0.033027466386556625, 0.28328680992126465, 0.07117825001478195, 0.24548518657684326, 0.16332483291625977, 0.135389506816864]"
DOID:0050742,nicotine dependence,21020,"[-0.12822046875953674, 0.25644636154174805, -0.29107192158699036, -0.06454254686832428, -0.08816774934530258, 0.05841880291700363, -0.07829359173774719, 0.06742523610591888, 0.13152238726615906, 0.04214038699865341, -0.04548434168100357, -0.19386860728263855, -0.44697996973991394, 0.09241922944784164, 0.006142037454992533, -0.020789744332432747, -0.04374932870268822, -0.47472602128982544, -0.2465132772922516, 0.15727227926254272, 0.019770711660385132, 0.017876531928777695, -0.03537417948246002, -0.11524756997823715, -0.006287425756454468, 0.014174118638038635, -0.06932972371578217, 0.13014614582061768, -0.17206186056137085, 0.03166314959526062, -0.028292447328567505, -0.3083743453025818, -0.09440229833126068, 0.042187828570604324, 0.0033864937722682953, -0.10713309049606323, -0.009517546743154526, 0.11998450011014938, -0.18721263110637665, -0.25071215629577637, 0.03415754437446594, 0.2862686216831207, 0.03184715285897255, 0.05344367027282715, -0.340912401676178, -0.08495860546827316, 0.1880539357662201, 0.2460477650165558, -0.21345649659633636, -0.3163405954837799, 0.13918952643871307, 0.05609181523323059, 0.14243744313716888, 0.096263088285923, 0.05426865071058273, -0.15543051064014435, -0.13965141773223877, 0.05829867720603943, 0.06114432215690613, -0.09963645786046982, 0.2336350679397583, -0.002752024680376053, 0.179557204246521, 0.15220269560813904]"
DOID:824,periodontitis,21074,"[-0.23519235849380493, -0.046963781118392944, 0.3415580689907074, 0.030210893601179123, -0.19144392013549805, -0.24735280871391296, -0.19452770054340363, -0.1929475963115692, 0.2759833335876465, -0.12299633026123047, 0.14807210862636566, -0.15987157821655273, 0.06258521974086761, -0.04909542202949524, -0.11527678370475769, -0.10330963879823685, 0.31544139981269836, -0.17882974445819855, -0.2571409046649933, 0.05293530970811844, -0.2664901912212372, -0.16613584756851196, 0.13348449766635895, 0.04809136688709259, 0.09823174774646759, 0.13720740377902985, -0.2926236093044281, 0.12719795107841492, 0.004645727574825287, -0.024729441851377487, 0.32842230796813965, -0.018479347229003906, 0.22117194533348083, 0.0472366139292717, -0.08344115316867828, -0.09512604773044586, -0.11497871577739716, 0.23294757306575775, -0.3479727804660797, -0.11372299492359161, 0.04248865321278572, -0.20736917853355408, 0.07434654235839844, -0.03749191388487816, -0.12140410393476486, 0.31813400983810425, -0.31181883811950684, -0.09763083606958389, -0.11295454204082489, 0.1657043844461441, 0.23524534702301025, -0.09257391095161438, -0.06265342235565186, 0.22497785091400146, -0.033657439053058624, -0.1982160210609436, 0.20801851153373718, 0.5178976058959961, 0.03140478581190109, 0.030994361266493797, 0.11307927221059799, -0.24666467308998108, -0.04839157313108444, -0.026659175753593445]"
DOID:3571,liver cancer,21071,"[0.18663829565048218, 0.10900759696960449, -0.16723580658435822, 0.2538996636867523, -0.1347668617963791, -0.04243534430861473, 0.07359878718852997, 0.10418069362640381, -0.14616669714450836, 0.15057671070098877, 0.03369880095124245, 0.08977716416120529, 0.062253158539533615, -0.3668486475944519, 0.04472707211971283, -0.21142663061618805, 0.011266783811151981, 0.05961821228265762, -0.1698216199874878, -0.158415749669075, 0.09685645252466202, -0.13977009057998657, 0.19934412837028503, -0.3394346535205841, -0.04670010507106781, 0.44330650568008423, -0.0679749995470047, -0.014406714588403702, -0.32171937823295593, -0.18338775634765625, 0.04074656963348389, -0.2471017837524414, 0.11465316265821457, -0.1478697955608368, 0.05701969563961029, 0.039982642978429794, -0.03129247575998306, 0.1406555026769638, -0.12088460475206375, 0.17209309339523315, -0.15676730871200562, -0.18168477714061737, 0.14621467888355255, 0.21749751269817352, -0.12699563801288605, -0.08956632763147354, -0.08951953798532486, -0.19933776557445526, 0.11548261344432831, 0.19251006841659546, -0.14420028030872345, -0.11368964612483978, 0.1519116312265396, -0.01538669504225254, 0.16762512922286987, -0.2962822914123535, 0.4193696677684784, 0.47915756702423096, -0.021774791181087494, -0.18910352885723114, 0.17652426660060883, -0.0626765564084053, -0.07271790504455566, 0.1210276260972023]"
DOID:175,vascular cancer,21052,"[-0.22417864203453064, 0.008740700781345367, 0.03235672414302826, 0.21895365417003632, 0.14603447914123535, -0.17085272073745728, -0.21543735265731812, 0.1257229745388031, -0.008400809019804, 0.5000646710395813, 0.2727830111980438, -0.4234073758125305, -0.14078548550605774, -0.21915259957313538, -0.063300721347332, 0.16866466403007507, 0.074016273021698, -0.2286301851272583, 0.20532916486263275, 0.25819122791290283, -0.019862232729792595, -0.05242699757218361, 0.0006363391876220703, -0.11938126385211945, 0.06869012117385864, -0.017696533352136612, 0.09648212045431137, -0.019320953637361526, 0.012605495750904083, -0.06361156702041626, -0.24385620653629303, -0.06851116567850113, 0.2312062829732895, 0.019066646695137024, -0.0907876193523407, -0.03223283961415291, -0.026647916063666344, -0.1184730976819992, 0.1607346534729004, 0.05351551994681358, 0.06875880062580109, 0.21769526600837708, -0.020959585905075073, -0.03370848298072815, -0.20107857882976532, 0.0718270093202591, 0.16394245624542236, 0.26133155822753906, -0.27845633029937744, 0.09206531941890717, 0.031373489648103714, -0.31159698963165283, 0.4101773500442505, -0.2063637524843216, 0.2533664107322693, -0.0127823855727911, -0.15143224596977234, 0.03138314187526703, 0.036483876407146454, 0.1843436360359192, -0.3437401056289673, 0.06222972273826599, -0.020121481269598007, 0.11092881858348846]"
DOID:10652,Alzheimer's disease,21020,"[-0.1338735669851303, 0.03130408748984337, 0.08488085865974426, -0.1831890344619751, 0.016146356239914894, 0.010298781096935272, -0.12159232050180435, -0.13715337216854095, -0.20688168704509735, 0.18194901943206787, 0.4221762418746948, -0.1461647003889084, 0.013570649549365044, -0.2419091761112213, 0.043359652161598206, -0.14634376764297485, 0.02746264636516571, -0.10338106751441956, -0.19880054891109467, -0.09334787726402283, 0.03395306318998337, -0.15939489006996155, 0.21821081638336182, -0.10568372905254364, 0.06134182587265968, -0.02478094957768917, 0.3156861662864685, 0.22249779105186462, -0.050700582563877106, 0.11834993958473206, -0.01285204291343689, -0.0881943628191948, -0.09389351308345795, 0.19560500979423523, 0.1429298222064972, 0.15668438374996185, 0.11767762154340744, 0.023466719314455986, -0.26728469133377075, -0.33027738332748413, 0.33512622117996216, -0.11723819375038147, -0.16444310545921326, 0.2713901698589325, 0.02260460890829563, -0.24841545522212982, 0.023559827357530594, 0.3101509213447571, 0.12603315711021423, 0.37510401010513306, 0.15767496824264526, -0.01915975660085678, 0.13230784237384796, 0.10562105476856232, 0.326442152261734, -0.1003522202372551, 0.03257598727941513, 0.3363386392593384, 0.049378007650375366, 0.003120969980955124, 0.08992305397987366, -0.07780871540307999, 0.05375375598669052, -0.5386504530906677]"
DOID:10941,intracranial aneurysm,20946,"[-0.05708497390151024, 0.04966322332620621, 0.4635041356086731, 0.11225027590990067, -0.14617693424224854, -0.19250762462615967, 0.2883625626564026, 0.04915933310985565, 0.08384561538696289, 0.06443651020526886, 0.24737179279327393, 0.09675619006156921, -0.03457915037870407, 0.15437638759613037, -0.04302787035703659, -0.004844773560762405, 0.19754035770893097, -0.08205296099185944, -0.24063077569007874, -0.10413049161434174, 0.23803557455539703, 0.03974480181932449, -0.06989150494337082, -0.09422626346349716, -0.3189849257469177, -0.07609675824642181, 0.27111247181892395, 0.060880184173583984, -0.3090420663356781, -0.16011740267276764, 0.33532625436782837, 0.04391048103570938, -0.09425066411495209, 0.08583961427211761, 0.052225127816200256, -0.007957257330417633, 0.1824398934841156, -0.17818844318389893, 0.13404761254787445, -0.3292075991630554, -0.2081083059310913, -0.1550004780292511, -0.029217708855867386, 0.16349893808364868, -0.22315573692321777, -0.09546428918838501, -0.24534901976585388, -0.06656457483768463, -0.05262959748506546, 0.34519878029823303, 0.3152090013027191, 0.16805881261825562, 0.01696685329079628, 0.15879586338996887, 0.05690004304051399, -0.3027673661708832, 0.05802850425243378, 0.26207536458969116, -0.15105393528938293, -0.0668722614645958, -0.1589006632566452, 0.2379865199327469, 0.099443219602108, -0.3624086081981659]"
DOID:5099,middle ear cancer,21052,"[-0.14306072890758514, 0.122252456843853, 0.034030649811029434, -0.009395735338330269, 0.00046208547428250313, -0.47139841318130493, -0.23654356598854065, -0.14169372618198395, 0.14010530710220337, -0.14104393124580383, 0.09241022169589996, -0.1334243267774582, -0.14123164117336273, 0.34824103116989136, -0.008182760328054428, 0.3414589762687683, 0.25878623127937317, 0.22891031205654144, -0.27200859785079956, -0.09744983911514282, 0.22909803688526154, -0.02815350517630577, -0.11326585710048676, -0.14225690066814423, -0.11603355407714844, -0.13180221617221832, -0.36230093240737915, 0.24817752838134766, 0.12262789905071259, 0.12474579364061356, -0.00367261515930295, -0.14244462549686432, -0.09427300095558167, 0.13615833222866058, 0.22409211099147797, -0.36264270544052124, -0.21121147274971008, -0.13077697157859802, -0.01663988083600998, 0.12278193235397339, -0.15021824836730957, 0.10231540352106094, 0.12751348316669464, -0.003860337194055319, 0.3452519178390503, -0.12953029572963715, -0.34759122133255005, 0.47257769107818604, -0.23852746188640594, 0.22409211099147797, 0.0017424467951059341, 0.0010589458979666233, 0.011446237564086914, -0.2207275629043579, -0.21537989377975464, 0.11880125850439072, 0.13058924674987793, -0.006782064214348793, -0.14259864389896393, 0.008028730750083923, 0.014401659369468689, 0.24387513101100922, -0.12884679436683655, -0.0037929490208625793]"
DOID:2394,ovarian cancer,20994,"[-0.17738740146160126, -0.12901291251182556, 0.12384192645549774, -0.21723705530166626, 0.01303105428814888, -0.008341904729604721, -0.013367779552936554, -0.1755296289920807, 0.25919079780578613, 0.06396107375621796, 0.08655784279108047, -0.06911246478557587, -0.1940816342830658, -0.3126959204673767, -0.1861596554517746, -0.22051793336868286, -0.042761195451021194, 0.05360415577888489, -0.4317898750305176, -0.028709830716252327, 0.025721291080117226, -0.1277315765619278, 0.13376739621162415, -0.160704106092453, 0.1263490915298462, 0.059967897832393646, -0.06869702786207199, -0.1678510457277298, 0.2369491159915924, -0.07257018238306046, 0.01840166747570038, -0.16117256879806519, -0.022425826638936996, -0.04092513397336006, 0.23593667149543762, -0.23767127096652985, 0.17496882379055023, 0.23354469239711761, 0.04307939112186432, 0.04896044358611107, 0.04765291512012482, 0.24087730050086975, -0.020371880382299423, 0.2647932767868042, -0.13218753039836884, 0.11336726695299149, -0.16351377964019775, 0.13837341964244843, 0.14213097095489502, 0.16341468691825867, 0.21237730979919434, -0.17717397212982178, 0.2089422196149826, -0.011312698945403099, 0.20895448327064514, 0.0812411680817604, 0.1455264538526535, 0.15516750514507294, -0.023163802921772003, 0.031300030648708344, 0.13622070848941803, -0.0660175085067749, -0.11324813961982727, 0.17173199355602264]"
DOID:1781,thyroid cancer,20975,"[0.06774896383285522, -0.1422756463289261, 0.006380331702530384, -0.01974070444703102, -0.19484761357307434, 0.2007567435503006, -0.07365584373474121, -0.36855536699295044, 0.02232065424323082, -0.26769542694091797, 0.41393113136291504, -0.2918841540813446, -0.012362265959382057, 0.08533966541290283, 0.1496189683675766, 0.014326667413115501, -0.008768890053033829, -0.039741143584251404, -0.2868725657463074, -0.0849495530128479, -0.018505923449993134, -0.11195413023233414, 0.1579439640045166, -0.0669264942407608, -0.004988215863704681, 0.11966630816459656, -0.02157730795443058, -0.2734101116657257, -0.03676575422286987, -0.279193639755249, 0.07602997124195099, -0.12470123916864395, 0.37615224719047546, -0.10247403383255005, 0.04070122539997101, 0.06472013145685196, 0.21085786819458008, -0.035997048020362854, -0.1367696225643158, -0.0006590960547327995, 0.23348842561244965, -0.06726403534412384, 0.23891311883926392, 0.15006402134895325, -0.16215020418167114, 0.08878541737794876, -0.015089213848114014, -0.40538346767425537, 0.003867704886943102, 0.1408565789461136, 0.009745855815708637, -0.02964532934129238, -0.33572036027908325, 0.15336254239082336, 0.5238243937492371, -0.155574768781662, 0.06421274691820145, 0.06894271075725555, 0.15051168203353882, -0.04954608529806137, 0.05866185203194618, -0.1588054895401001, -0.19704021513462067, -0.2668505609035492]"
DOID:2174,ocular cancer,3472,"[-0.029099494218826294, 0.06714070588350296, 0.23842285573482513, -0.0661424919962883, -0.1877884715795517, 0.13465382158756256, 0.31387728452682495, -0.034369517117738724, 0.20940709114074707, -0.0797579362988472, 0.05786833167076111, 0.04124337434768677, 0.14456471800804138, 0.06441736221313477, -0.2566662132740021, -0.06464998424053192, 0.03772415965795517, 0.19004812836647034, -0.168300598859787, 0.20198296010494232, -0.06574036180973053, -0.06372842192649841, 0.3587449789047241, -0.2783950865268707, 0.15994766354560852, -0.10174328833818436, -0.09800565242767334, 0.18564113974571228, 0.01988898776471615, 0.021462706848978996, -0.15724007785320282, -0.0699479877948761, 0.07157623022794724, 0.11189348995685577, 0.042511750012636185, -0.0784783661365509, -0.05739632248878479, 0.2543443739414215, -0.15315985679626465, 0.1427346020936966, 0.0026815002784132957, -0.022081390023231506, -0.11613228172063828, 0.3572472333908081, -0.16809935867786407, 0.09675385057926178, 0.055932700634002686, 0.21648065745830536, -0.056175727397203445, -0.20795239508152008, -0.19785673916339874, -0.27286475896835327, 0.020918341353535652, -0.007505653891712427, 0.10339073836803436, -0.03713621199131012, 0.23060476779937744, -0.035559795796871185, -0.2859424650669098, -0.18115638196468353, -0.08970410376787186, 0.05101457238197327, -0.36288124322891235, 0.02155860885977745]"
